voice_ID,prompt,min_pitch,max_pitch,mean_pitch,sd_pitch,min_intensity,max_intensity,mean_intensity,sd_intensity,jitter,shimmer,hnr,speakingRate
1249120_44415714_12774994.wav,Neurology,78.96048814836064,586.0831226822488,358.55876603131225,216.94639617934132,47.36010726999165,67.6005163778876,56.50525498313834,6.684292869453789,0.004011584557134564,0.20960259075090867,9.255617639685793,16.14990234375
1249120_44323331_89529293.wav,Skin issue,67.08563069579914,265.57429770484725,222.70688221884393,34.35233416058447,41.68380760425923,69.04741840077249,47.02175158313263,6.528418918321541,0.012555345500707261,0.08513741654617878,11.701407888374034,1.5380859375
1249120_44263136_64809479.wav,Surgery department,113.10280775460627,350.5042434990847,213.73918727742563,60.81878512847261,49.890429373245695,80.92376175524645,60.74063400234373,7.29797197352071,0.007294262091709399,0.17616454625689293,3.640238928062815,1.2423001802884615
1249120_44259428_83019694.wav,Surgery department,136.10157869046563,408.11690744006654,202.4276803985338,71.80122416054819,47.64043929278507,93.33592009587048,67.60597854612806,18.88302174634939,0.009300791478398586,0.07335876106733247,12.656872828284795,1.953125
1249120_44259428_45992221.wav,Internal medicine,138.68902167813417,338.11537928769417,190.79326483915477,35.59612460708963,48.654581301654844,93.14593717865755,64.71860896376127,16.847869423482635,0.007363366321603348,0.07711927032350677,10.587680357008528,1.6741071428571428
1249120_44273314_28827187.wav,Internal medicine,97.52142780080545,199.4989499765642,143.37125080122524,23.810155022939554,44.279909497495204,83.59536583324743,62.398068722391,11.920057013519033,0.00847162655762863,0.13318886029755403,11.815363504902015,3.0048076923076925
1249120_44294866_20041027.wav,Mental health,73.43401682531727,231.83766206569584,111.13318786430284,32.05348465796731,57.700090619627346,75.16119147784924,65.20532360073518,4.263317845694285,0.02551147619250719,0.16419301347682502,3.3991248754017604,0.7975260416666667
1249120_44294866_98831261.wav,Neurology,71.85300951742533,250.0552467548022,107.5507600781827,25.860846272647027,52.116841869371754,71.31613910344892,61.36024703754155,3.9580500776426897,0.012678599712864622,0.21612118920964282,1.0650757596916247,1.6503549840328469
1249120_44263136_42546148.wav,Internal medicine,75.52020594602796,527.1829999924377,271.9141846584688,120.4222067687884,54.788775240730914,81.79649600619805,64.62378479123784,6.35454701753196,0.008566415694382094,0.21855338946107639,3.094300487180012,2.290766289893617
1249120_44323331_89173398.wav,Internal medicine,126.47674951470856,231.0622546544458,203.8881436019347,24.955646378849984,42.0103798367156,62.53502047454046,47.37940049569172,6.747988298469834,0.012942154301529854,0.12759600958651965,9.346145260647084,1.435546875
1249120_44323331_27898617.wav,Neurology,147.0506687365165,263.3091227630338,209.61218894029398,25.497229791773407,42.02071777081803,65.68305134577855,48.77456130106083,6.597669125504271,0.009909141869270718,0.11617519373862506,10.716739118029015,1.79443359375
1249120_44259428_102515958.wav,Surgery department,132.3608620267769,590.9987724540795,190.26662362622372,79.35400065167306,46.078874692021394,93.19193141872562,68.195171203512,17.47626302109976,0.008575533311850354,0.1256768104578424,12.529529404725972,1.8028846153846154
1249120_44259428_108958575.wav,Other,105.77847899482317,420.41705166830934,192.53015128623747,63.048259008917206,47.53677194333334,93.06542034361574,66.34568003069495,17.060234099904243,0.012108769345034654,0.07457355584036822,10.523147346005754,1.4204545454545456
1249120_44259428_17428469.wav,Other,74.29716821497318,397.4500064119497,170.25767698086227,33.46554485102285,47.92405131677948,93.36060891423337,67.80970059432383,17.765649786698035,0.008820520109117292,0.10814151607072095,14.164176651915053,1.9531250000000002
1249120_44259428_19293556.wav,Other,123.26448316563949,582.4417268964164,198.69203481778317,85.51218946233182,48.86506142642568,92.76210070546767,69.84726450855281,16.372203408509208,0.0069087812409947685,0.11961614686176376,11.696794320771911,1.7755681818181819
1249120_44259428_38940948.wav,Other,111.61819174916646,503.1462423390484,209.2563154210068,86.40574246840666,47.186556870109605,93.15380190167922,67.93097073923875,17.29072532987608,0.009645450597128092,0.0847052366144521,12.84242944520237,1.4204545454545456
1249120_44259428_39681967.wav,Skin issue,79.88056013896134,436.9971771221178,181.54332237655169,69.30882768771689,47.82447597040554,92.66746729357997,73.45572730462953,16.92110645119566,0.007994280361390802,0.10784183305222385,12.618445811111519,1.5625
1249120_44259428_46527054.wav,Surgery department,121.23744498989316,375.5115069020138,173.47338583169406,39.77097374878526,47.9513552848749,92.38802504595859,68.73431381982562,17.26416321855928,0.010000655591055596,0.10805269893180021,11.201793789160492,2.387152777777778
